Date,Country/Location,Rating,Author,Title,Body,Image links,Image Video Links,Verified Purchase,URL,Helpful count,Variation information,Styles,
12/08/2018,United States,1,MARIA BAUTISTA,Horrible,"Didn’t like it at all!! Not enough space for my girl 3yrs old. The back tires doesn’t rotate. I am tall enough (168cms) más had sore back cause it is a kid of small for me, my back all sore!I can’t return it because I threw the boxes!! But will go straight to the bin next week!",,,TRUE,https://www.amazon.com/gp/customer-reviews/R3M90PRIZIO791/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,12,B07GGHVL64,Color: Blue,
11/29/2018,United States,5,Amazon Customer,Really great for Disney trip,"Perfect for Disney!! Basket and cup holders were necessary. Great price (I paid $50). Worth the extra from one of those $20 cheap ones. Way better quality, easier to steer, storgage etc.",,,TRUE,https://www.amazon.com/gp/customer-reviews/RR1ME5T1IZBM1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07P1YSC18,11,B07GGHVL64,Color: Blue,
05/07/2023,Canada,5,V.K.,It works!,"Hello, we needed a stroller for travel as we were uncomfortable taking our high end stroller especially when we knew our toddler is not going to use it much anyways. Ohhh boy this stroller can take a beating and still work. We were using it over very bad roads, wheels got worn out, but this stroller came back in one piece and did exactly its purpose of secondary/travel/dont care about stroller.Stroller still in good condition and works as new.",,,TRUE,,0,B07P1YSC18,Color: Gray,
05/06/2023,Canada,1,Kay,Bad Stroller,"The basket underneath is very very small therefore making it absolutely useless.The wheels are horrible, the one half of our front wheel doesn’t reach the ground so it doesn’t spin half the time. It is so difficult to turn the stroller either direction. It’s by far the worst stroller I’ve ever used.",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
05/01/2023,Canada,5,Martin A.,great littlw stroller,use this for a 2 year old,,,TRUE,,0,B07GGHVL64,Color: Blue,
05/01/2023,Canada,2,Alicia Williams,Arrived broken,Stroller brakes are broken making it completely useless as it’s a major safety feature,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
04/30/2023,Canada,2,Nancy,Brise vite,Cette poussette a briser après trois mois les vis arrière se sont enlevés,,,TRUE,,0,B07GGHVL64,Color: Blue,
04/29/2023,Canada,4,Parthasarathy,Very good and convenient,"This stroller is very light weight. Saves lot of boot space in car but only problem we cannot store big things under stroller because bars are blocking, still useful to store water bottles, milk and few diapers etc, over all very good choice of purchase.",,,TRUE,,1,B07GGHVL64,Color: Blue,
04/29/2023,Canada,4,Chelseay,Overall Not Bad,I enjoy how this stroller has a mini storage basket underneath as well as a cup holder. It’s more sturdy then some of the strollers I’ve used. Only issues is I find the front wheels sometimes don’t maneuver that well depending on the turn you’re making. However it works for us for what we need it for. Great price as well.,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
04/26/2023,Canada,5,murray,Compact,"Excellent lightweight, compact stroller",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/26/2023,Canada,1,Nadia,Mauvaise qualité du produit,Défectueux la première journée. Roue avant droite touche pas le sol et le pare soleil déjà déchiré.Déçu de la qualité du produit . Pour le magasinage seulement en plus.,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
04/26/2023,Canada,5,driss elalmi,Very good stroller,"Comfy, strong and easy to fold",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/25/2023,Canada,5,manju,Cadeau,Facile à plier,,,TRUE,,0,B07P1YSC18,Color: Gray,
04/25/2023,Canada,2,David Correa,Not a fan,"I was not a fan of this stroller. I purchased it for a trip to Punta Cana for my 6 month old. 3 out of the 4 wheels would stay on the ground, 1 did not reach the ground. My daughter looked extremely uncomfortable and would not nap in this stroller. The stroller did not make it after the plane ride back. 1 wheel was damaged and came off. We have the uppababy stroller at home and my daughter naps in that one no problem. Wish I didn’t purchase this stroller and brought the uppababy instead. Wouldn’t recommend.",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/25/2023,Canada,3,CHR,Déçue de mon achat,"The media could not be loaded.
  
  
  
  
  
  
  
 

 

 

 

 

 

 

 

  
   Acheté pour pouvoir avoir une poussette plus petite dans la voiture...c'est la 2e fois que j'utilise la poussette...belle poussette sans plus déçue d'avoir payer ce prix...les roues avant ne touchent pas le sol et le pare soleil est deja décousue et ne reste pas attaché lorsque plier dans la voiture. Le panier en dessous est petit et le siège ne se baisse pas si l'enfant dort",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/24/2023,Canada,5,Eric Kociuk,Necessary,"This stroller was perfect for our trip to Mexico. Held up in the airport, the plane and a week at our resort. Our child was comfortable in this stroller. The under carriage storage was very small and was only really usable for small items. Saw lots of other people in the airport with this stroller.",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/23/2023,Canada,5,Kelly Nixon,HAPPY,"This is great for traveling, it's light weight yet sturdy.",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/23/2023,Canada,3,Michelle,Stroller review,"I loved the size and the weight to carry it around.I disliked the wheels at the front, they’re kind of stiff to move. There is storage space at bottom but it’s not much.I’m the end, you pay for what you get.",,,TRUE,,0,B07GGHVL64,Color: Blue,
04/23/2023,Canada,3,Marlem,Question roue,Les roues avant ne tourne pas ce qui fait qu' elle glisse sur le sol alors je suis pas convaincu que ça va durer longtemps,,,TRUE,,0,B07GGHVL64,Color: Blue,
04/21/2023,Canada,5,Cai,Good for summer,"It’s light and convenient, easy to use",,,TRUE,,0,B07GGHVL64,Color: Blue,
04/20/2023,Canada,5,Kelcy joly vanasse,Perfect for travel,Perfect for travel,,,TRUE,,0,B07P1YSC18,Color: Gray,
04/18/2023,Canada,5,Kathleen Dickenson,Great,Great sturdy product!,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
04/13/2023,Canada,1,SR,Disappointed ☹️,"Bought for travel, I used today but very disappointed, No backrest adjustment. The back has no hard part, wheels are not working properly, planing to return.",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/12/2023,Canada,5,Lynne Caumartin,Robuste et très maniable,J’ai utiliser ça pour mes petits chiensEt c’est parfait,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
04/12/2023,Canada,1,PB,Too heavy,Too heavy to be practical as an umbrella stroller.,,,TRUE,,0,B07GGHVL64,Color: Blue,
04/11/2023,Canada,5,Alex,Sturdy and convenient,The product is easy to assemble. Have been using for more than a month now… it is doing great.,,,TRUE,,0,B07GGHVL64,Color: Blue,
04/08/2023,Canada,3,Marc Trudel,Confortable.,Facile à utiliser pratique.Mais prends la rouille facilement au niveau des roues.,,,TRUE,,0,B07P1YSC18,Color: Gray,
04/06/2023,Canada,4,Mr Alex,Stroller mini,The stroller arrived with a long delay. She was small for a child. No backrest adjustment. The back has no hard part and looks like a hammock. Low handles. But it's light and small! Made with high quality,https://m.media-amazon.com/images/I/61uGkAtIi0L._SY1600.jpg,,TRUE,,2,B07SRVB6T6,Color: Pink/Black,
04/06/2023,Canada,4,Jacquie DeSchutter,Perfect for our needs,Bought for travel and the collapsibility. Love the height of handles,,,TRUE,,0,B07GGHVL64,Color: Blue,
04/02/2023,Canada,5,Elisha,Perfect for travelling,"Works perfectly for travelling with my 3 year old.We go to a special hospital and needed something light but sturdy for the travel and stuff we have to take with us this works really well, the only issue I have is when folding the stroller the visor pops off occasionally which can be annoying to pop back on but isn’t a big deal.I highly recommend this folding stroller 😊",,,TRUE,,2,B07SRVB6T6,Color: Pink/Black,
04/02/2023,Canada,2,L. Hamel,Disappointed - Returned item,"Instructions unclear on how to attach canopy. Once opened up stroller, almost impossible to close it. I have no doubt that others are pleased with the stroller. This one didn't work for me.",,,TRUE,,0,B07P1YSC18,Color: Gray,
04/02/2023,Canada,5,Client d'Amazon,poussette,Parfait et très abordable.,,,TRUE,,0,B07GGHVL64,Color: Blue,
04/01/2023,Canada,5,Andrea,Amazing,"So happy with my purchase, great for travel or to just keep in the car for the mall trips. Steers easily, gold easily, light weight and has storage, even for your coffee mommas!! Highly recommend!",,,TRUE,,1,B07P1YSC18,Color: Gray,
03/31/2023,Canada,2,AVALEISHA,Smaller than expected,"Stroller is very small, should be worth $60 instead of $90 after taxes. If you have a heavier toddler wouldn’t recommend. I’ve paid $100 for a bigger and sturdier lightweight stroller, so for this one to be $90 and so small I was a little disappointed.",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
03/30/2023,Canada,5,Kim & Antho,Love it!,"I love it! Easy to fold/unfold, light and confortable for my toddler.Only downside is the sun cover mecanism, it's really cheap and keeps coming off on one side when I pull it down. I'll have to put a tie wrap or something to hold it in place.",,,TRUE,,1,B07P1YSC18,Color: Gray,
03/30/2023,Canada,5,SarahM,Awesome quality for the price!,Worked great on our Mexico trip! Was really impressed with the quality for the price.,,,TRUE,,0,B07P1YSC18,Color: Gray,
03/29/2023,Canada,4,Cathy St. Clair,"It’s cute and light and serves its purpose, for a Nana stroller, easy on the back.","As a senior and Grandmother, this is ideal as it’s lightweight, useful and attractive. Only issue is my Grandsons feet do not reach the foot rest so his feet and legs just dangle down. I would not use this stroller as the primary one.",,,TRUE,,1,B07GGHVL64,Color: Blue,
03/29/2023,Canada,4,Effat,Super cute in person and easy to push,"I like the size a lot, the strap is easy to use and the wheels are strong","https://m.media-amazon.com/images/I/61a78rCqPEL._SY1600.jpg, https://m.media-amazon.com/images/I/71FyVb9XmhL._SY1600.jpg",,TRUE,,3,B07SRVB6T6,Color: Pink/Black,
03/29/2023,Canada,5,Valeria Buitron,Practical & light weight,"Bought this stroller for a trip and it was very practical. Easy to fold, light and easy to buckle. Would definitely recommend it!",,,TRUE,,0,B07GGHVL64,Color: Blue,
03/23/2023,Canada,3,Funmi Oke,"Decent stroller, just not my cup of tea","I just moved to Canada and the airline misplaced my primary stroller, so i needed to get one to get by, hence why i picked this. My son is 2 year old and barely fits into the stroller, and it seemed a little too low for me to manage, and i am 5ft 4inches. Its however nicely compact but i struggled every-time i needed to pack it up for storage. Other than that, it did the job of moving my son from one place to another, but it just wasnt my cup of tea.",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
03/21/2023,Canada,1,Amazon Customer,No quality,Cheap quality…,,,TRUE,,0,B07P1YSC18,Color: Gray,
03/19/2023,Canada,3,Voodoomamajuju,Lightweight but faulty,"I was going to return this stroller but decided against it because we use it to stroll my toddler to sleep sometimes when she is fussy inside the house.Originally, I bought this stroller for travel. It is lightweight and compact. Easy to put together.The major issue is the wheels at the front, eapecially the right side are not level. Once the kid is in, the wheels glide above the floor so turning corners is somewhat of an issue with this stroller. This is a major problem. I mean a stroller is supposed to stroll. The wheels are the basic part of the stroller. How do you mess that up?",,,TRUE,,1,B07P1YSC18,Color: Gray,
03/18/2023,Canada,5,Suzanne Choiniere,"Très solide, facile à rouler, bébé bien confortable. Excellent article.","Très léger et compacte, se place bien dans valise d'auto ou porte bagage d'avion",,,TRUE,,0,B07P1YSC18,Color: Gray,
03/14/2023,Canada,1,Hanny,Don't recommend this for 2+ years old,"I bought this product because needed something more compact but first, the front wheel don't turn and they barely move when you're turning, which make it hard, and if you have a 2year old or older, this will be way too small, the area to storage things is not easy to get things. I just DON'T recommend this stroller, unless you're in a budget and can't afford something else. I have to return this because my 2yo is too big for it.",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
03/14/2023,Canada,5,Vinit Bhavthankar,Amazing,Like it,"https://m.media-amazon.com/images/I/712hCdhTYnL._SY1600.jpg, https://m.media-amazon.com/images/I/71FpMVCZN9L._SY1600.jpg",,TRUE,,0,B07GGHVL64,Color: Blue,
03/12/2023,Canada,5,Kassandra Lemarbre,Poussette parfaite,"Parfait au niveau grandeur, parfait au niveau de l'espace que la poussette occupe",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
03/12/2023,Canada,5,Valeriya,Nice,Nice summer light stroller for the price,,,TRUE,,0,B07P1YSC18,Color: Gray,
03/10/2023,Canada,5,Sameer,Amazing product for the price,We were very pleasantly surprised at the great quality of this stroller.,,,TRUE,,0,B07P1YSC18,Color: Gray,
03/09/2023,Canada,3,Olivia V,Cheap,"Regret this purchase. It's very cheap feeling, the wheels don't turn enough so you end up dragging the stroller. Wish I just spent a little more on better quality.",,,TRUE,,0,B07GGHVL64,Color: Blue,
03/08/2023,Canada,4,Amylicia,Is it normal?,A great compact light weight stroller for travelling. It was very easy assembly and so glad I got this to travel alone with my baby. It was light enough to carry and put them up and down with one hand. Easy to push. Only 1 downside is the one side of top piece kept snapping off whenever I fold the stroller down and was kind of annoying I had to snap it back. Otherwise I find this stroller very helpful and worth the price!,,,TRUE,,1,B07SRVB6T6,Color: Pink/Black,
03/07/2023,Canada,5,Francis J. Moore,As Advertised,The stroller is very light and therefore easy to handle.,,,TRUE,,0,B07P1YSC18,Color: Gray,
03/06/2023,Canada,5,louise daigle,facile a plier,pour promener bebe en toute securite compacte et vite arriver merci,,,TRUE,,0,B07P1YSC18,Color: Gray,
03/03/2023,Canada,4,CarissaRich,Reviews,"After reading some reviews saying it would fit biggers kids , it is far from true. Bought it for travelling with a 3 year old girl. Wouldn’t recommend it, for anything older. Other than that it seems alright.",,,TRUE,,3,B07P1YSC18,Color: Gray,
03/01/2023,Canada,5,Brenda Stacey,"It's light but sturdy,I really liked all the extras like the bottle or cup holders.",Very easy to fold.,,,TRUE,,0,B07GGHVL64,Color: Blue,
02/25/2023,Canada,1,Jami,Not good,This product is not good at all. It’s hard to pull,,,TRUE,,0,B07P1YSC18,Color: Gray,
02/24/2023,Canada,1,Sarah R,Used product being sold as new,"Purchased this item understanding that it was new, it arrived assembled, with clearly used tires and the canopy missing. Would give a zero star if possible",https://m.media-amazon.com/images/I/71-x4YzprYL._SY1600.jpg,,TRUE,,2,B07P1YSC18,Color: Gray,
02/23/2023,Canada,5,PM,Like this,"Bought this for my grand-daughter's use and it fits the bill as a lightweight, portable stroller.",,,TRUE,,0,B07P1YSC18,Color: Gray,
02/22/2023,Canada,1,Caroline,Pire poussette ever,Les roues en avant ne touchent pratiquement pas par terre. Je l’avais acheter pour notre voyage…! Finalement elle ira a la poubelle. Ne gaspillez pas votre argent!!,,,TRUE,,1,B07P1YSC18,Color: Gray,
02/22/2023,Canada,1,Amazon Customer,Cheap plastic joints and buckles,"We have had this stroller for about a month now, the cheap plastic pieces on the strap and elbow holding the wheels have broken. Save some money and buy a stronger stroller. We wanted a light weight stroller for traveling but unfortunately this one isn't making the trip as it's already broken.",,,TRUE,,1,B07SRVB6T6,Color: Pink/Black,
02/21/2023,Canada,4,AnnickPerrault,Correct. Le rangement est bon,Compacte mais pas si compactJ’aurais aimé qu’elle rentre dans ma valise mais pas en angleLes compartiments de rangements sont okElle se manœuvre correctement,https://m.media-amazon.com/images/I/81aSWQ+LEXL._SY1600.jpg,,TRUE,,5,B07P1YSC18,Color: Gray,
02/21/2023,Canada,2,Maude,Fait très cheap! Zip brisé en moins d’une semaine,Fait très cheap.Moins d’une semaine d’utilisation et le zip a déjà lâché,,,TRUE,,0,B07P1YSC18,Color: Gray,
02/17/2023,Canada,3,Mushfiqur Rahman,Light weight but average Product,It is not an easy work to fold it. The lower folding rod is very had to close. And the finishing is not that much good.,,,TRUE,,0,B07P1YSC18,Color: Gray,
02/10/2023,Canada,5,Phil & Nina,Great gift,Purchased as a gift for my niece when they are travelling! Awesome 👏,,,TRUE,,0,B07P1YSC18,Color: Gray,
02/10/2023,Canada,1,Jo,Wheel broke after one use at the airport,The wheel broke after one use at the airport. There’s no way for me to return it since I can’t carry it back to return it. Rather pay more and get a better quality one,,,TRUE,,1,B07P1YSC18,Color: Gray,
02/09/2023,Canada,5,Patricia Gross,Easy to use,Came in on time. Was easy to put up and down. Light weight too. Granddaughter was very comfortable in her new stroller,,,TRUE,,0,B07P1YSC18,Color: Gray,
02/06/2023,Canada,1,Jason Flynn,Not worth the money,"We bought two of these strollers prior to leaving on vacation, and we were extremely disappointed with the quality. The strollers are cheaply made, and they are hard to steer. Not all of the wheels touch the ground, so they are very unstable.",,,TRUE,,1,B07P1YSC18,Color: Gray,
02/06/2023,Canada,5,Maige Williams,Very convenient,I love this stroller my toddler doesn’t want to walk at all when we’re outside so I decided to buy this stroller because it’s smaller and convenient. I can take it anywhere without having to worry about space .I love it 💯 I recommend this product 100 %,,,TRUE,,0,B07P1YSC18,Color: Gray,
02/06/2023,Canada,1,Liliane U.,Do not buy this fake product.,Do yourself a favor. Do not buy this fake product. It was stiff and could not fold. Waste of my money and please do not waste your money on this fake product,,,TRUE,,1,B07SRVB6T6,Color: Pink/Black,
02/04/2023,Canada,3,Kassidy,It’s ok.,"I really should of listened to the reviews. I even tested it out around the house before we went on the cruise but that didn’t help. I have returned.The canopy sucks. I thought it would be a little useful…not at all. And on top of that, it kept popping off so I kept having to button it back on which was extremely annoying.Not all 4 wheels touch which is fine if you’re not on a flat surface but it sucks when you’re on a smooth surface (like concrete).The storage basket held our ergo baby carrier, that was about it.There is no recline, I don’t know why it says there is. It goes about an inch.Overall, it did the trick for the cruise but I really really do wish I had of gotten a different one. In the southern sun, the canopy was the biggest issue.",,,TRUE,,6,B07P1YSC18,Color: Gray,
01/23/2023,Canada,5,Sydney Murrell,Perfect travel stroller,"Bought it for my recent travel to the Carribean, it was easy to fold , light weight, and worked well when pushing it through the rough bumpy and rocky roads, and the beach.",,,TRUE,,0,B07P1YSC18,Color: Gray,
01/19/2023,Canada,1,Joti,Poor quality product,"Save your money! Poorly made product. received with Damaged wheels - making it difficult to steer the stroller. Received it a day late, as I was heading out for the airport. Super disappointed",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
01/06/2023,Canada,5,Cassie,great for traveling,"best stroller for traveling. light, compacted and has a little storage if you need to storage some items. daughter doesn't mind sitting or sleeping in it.",,,TRUE,,1,B07P1YSC18,Color: Gray,
01/05/2023,Canada,1,Genta Kaca,Wheels don’t work,The front wheels don’t work.,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
01/02/2023,Canada,5,dad,Great value,"Omg I’m so totally not the kind of person that needs to spend $800 on a stroller! We looked a long time for a simple, light and inexpensive stroller for our grand daughter, like we had for all our own kids 20 years ago. Used to be lots. Now, this one is the only one. We take it everywhere. The little one loves it. Good quality and great value!",,,TRUE,,4,B07SRVB6T6,Color: Pink/Black,
01/02/2023,Canada,1,NuHis,Light weight,I don’t like this one I returned or already.,,,TRUE,,0,B07P1YSC18,Color: Gray,
12/31/2022,Canada,3,katm,Lightweight but feels flimsy and small,"Like how light it is but it also feels on the flimsy and small side for our 18 month old. Also found it frustrating that the umbrella is impossible to put on it…after watching a number of YouTube videos to figure it out, we gave up. I think this stroller is best suited for babies rather than toddlers, we’ll likely outgrow it by 2.",,,TRUE,,0,B07P1YSC18,Color: Gray,
12/30/2022,Canada,5,Jocelyn McAllister,Love this stroller,"easy to store, fold up and very light weight. My son for once actually sits lol...we use it for the rink and its easy to maneuver.",,,TRUE,,2,B07P1YSC18,Color: Gray,
12/21/2022,Canada,5,Justine F,Super,"Légère et pratique, j’attendais qu’elle tombe en rabais. Quand j’ai vu le prix de 59$ cad j’ai sauté dessus. Pratique, compacte et légère, elle est aussi de qualité",,,TRUE,,2,B07GGHVL64,Color: Blue,
12/19/2022,Canada,3,crystal,Does not recline all the way down for napping.,Does not recline,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
12/19/2022,Canada,2,Raman,Tires warped when turning,"When we turned the stroller the front tires looked like it was going to come off. Not sure if we received a defective piece. Other than the tires it is lightweight, easy to fold and has a good sunshade. I will be returning as the front tires look like they are going to fall off and sometimes they were not turning.",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
12/13/2022,Canada,5,Ida,"Pare vent, se transporte facilement","Robust j adore,","https://m.media-amazon.com/images/I/71dw0xfvbIL._SY1600.jpg, https://m.media-amazon.com/images/I/71sJEVOKUQL._SY1600.jpg",,TRUE,,1,B07P1YSC18,Color: Gray,
12/10/2022,Canada,2,Ravi Goel,Front wheels don't turn,Overall build quality is OK but the front wheels don't rotate making it very diffcult to maneuver.,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
12/09/2022,Canada,3,Ann,wheels,it dosen't have a easy strolling when i put my daughter in the stroller. You can be going straight and it is going another direction smh..you pay for what you get. It's easy to fold light weight but rhe wheels are not all that.,,,TRUE,,1,B07SRVB6T6,Color: Pink/Black,
12/04/2022,Canada,5,magesh,Easy to for travel,"Bought this for our vacation. It was easy to carry, gold and my daughter enjoyed the whole trip with this stroller.",,,TRUE,,0,B07P1YSC18,Color: Gray,
11/15/2022,Canada,4,Ma,Good for travel,You need a little more push to use this stroller but I travelled internationally with this and it was fine. Good for flights.,,,TRUE,,10,B07GGHVL64,Color: Blue,
11/14/2022,Canada,3,Marie-Pier Fournier,Cheap,"Je l'ai acheté pour depanner lorsque je vais au centre d'achat. Une chance que ce n'est pas ma poussette de tous les jours je serais déçue. Elle se replie sur elle-même lorsqu'elle n'a pas de poids dessus. Elle ne barre pas comme c'est supposé et 1x sur 2 une roue ne touche même pas le sol. Parlant de roues, elles sont en plastique et pas en caoutchouc. Donc oubliez ça de sortir dehors avec !",,,TRUE,,2,B07P1YSC18,Color: Gray,
11/11/2022,Canada,5,Asma K.,Good lightweight umbrella stroller,I liked how light it was but it wasn’t as comfortable as a regular stroller (that was to be expected). Overall it’s a good value for money but I would only use it for travel.,,,TRUE,,1,B07P1YSC18,Color: Gray,
11/10/2022,Canada,3,Hina I.,Wonky handles with a rip in grip,"I didn’t want to write a review just yet as I just received it. one of the handles is defective and both are misaligned. I haven’t even used the stroller, only took it out of its packaging and assembled it (very easy btw). Just disappointed that it took this long to arrive and the handles are wonky and one of them is ripped.",https://m.media-amazon.com/images/I/718k49syhvL._SY1600.jpg,,TRUE,,0,B07P1YSC18,Color: Gray,
11/08/2022,Canada,2,Maverine Volaine,Quality is not what it once was,"As a busy mom of 5 who’s family travels often I have purchased this stroller more than once.So when I was looking for stroller to take on a long weekend getaway I knew this would be perfect… NOPE! Firstly it arrived after the quoted time,it had clearly been sent back before,as it was without any tags or plastic wrap. Once I put the wheels on I noticed the canopy was busted and could not be repaired. None the less I needed it for the next day. Then the first time I used it (on Clifton Hill in Niagara Falls) I found that the shoulder strap that attaches to the lap belt was broken so my son was strapped into the stroller and I was able to wiggle out on an extreme busy street! As you can imagine I was not impressed. I have now shipped the defective stroller back and to my dismay, I have to wait for it to reach somewhere in the USA before receiving my refund! Not acceptable. As a Prime member I am supposed to have benefits that make returns easy. This is not what I expected.",,,TRUE,,1,B07P1YSC18,Color: Gray,
11/03/2022,Canada,5,Aditya K,Very sturdy product,Its a very sturdy product using it from last 3 months. Its easy to fold and carry and survives even rough road.,,,TRUE,,3,B07GGHVL64,Color: Blue,
10/30/2022,Canada,5,Hana,3D summer stroller,It is really light weight and easy to bring anywhere,,,TRUE,,1,B07P1YSC18,Color: Gray,
10/30/2022,Canada,5,Client d'Amazon2,Parfait pou voyager,Super produits facile a monter à démonter! Parfait comme 2e poussette,"https://m.media-amazon.com/images/I/61IZDpQbchL._SY1600.jpg, https://m.media-amazon.com/images/I/61Nop8usZpL._SY1600.jpg, https://m.media-amazon.com/images/I/716LnGocKJL._SY1600.jpg",,TRUE,,1,B07SRVB6T6,Color: Pink/Black,
10/27/2022,Canada,4,Jean-Paul Chailler,Bien satisfait jusqu'à présent.,Utilisé pour promener ma petite fille.,,,TRUE,,1,B07P1YSC18,Color: Gray,
10/18/2022,Canada,1,naimmkhamissi,I got it used,I’m so disappointed that I paid for new one and I got used. This is incorrect plus one wheel is not turning. Very cheap quality. Unhappy with the purchase.,"https://m.media-amazon.com/images/I/61yVbkQxdwL._SY1600.jpg, https://m.media-amazon.com/images/I/717ozjxWVSL._SY1600.jpg, https://m.media-amazon.com/images/I/71FoXQ0AOSL._SY1600.jpg, https://m.media-amazon.com/images/I/71hK2Ak-F8L._SY1600.jpg, https://m.media-amazon.com/images/I/71wgAnSMDbL._SY1600.jpg",,TRUE,,0,B07P1YSC18,Color: Gray,
10/16/2022,Canada,3,Koa,Nice,"Nice and compact. Wheels aren't great, doesn't consistently spin and treads wear off quick. Good for zoo, disney trips but not for everyday.",,,TRUE,,0,B07GGHVL64,Color: Blue,
10/14/2022,Canada,1,Sarwar Hossain,Wheels problematic,Wheels are not solid and roll evenly,,,TRUE,,0,B07GGHVL64,Color: Blue,
10/13/2022,Canada,1,Amazon Customer,Poor quality,The canopy constantly snaps off. It does not fully recline to sleep position and the recline is minimal. I will be returning! Not worth the any amount of money,,,TRUE,,0,B07P1YSC18,Color: Gray,
10/10/2022,Canada,5,Kathleen D. Zeissler,Happy Grandparents,"Bought this as a spare when we have grandbaby. It is sturdy, and light weight so very easy to push. Baby is supported well and is very happy in it. Excellent value for the price.",,,TRUE,,1,B07P1YSC18,Color: Gray,
10/08/2022,Canada,3,Jennifer Tremblay,Great small and light stroller but...,"Very good stroller for foldability and lightweight. However, it's not squared correctly, so all four of the wheels never touch at the same time, only 2-3 at a time. The basket underneath is useful if a bit small, and the cupholder/top zip pocket is great for tissues and drinks, is standard sized (all of our water bottles fit in it, including the 360 cups). The seat seems comfortable, and can be adjusted to cant a bit backwards but not enough to sleep comfortably without a cover or something for baby to put their head on. The front bearings for the swivel feature are a bit gunked up and don't swivel as easily as in the beginning but we did some dirt road walks, maybe stay only on asphalt and concrete? Comfortable handles for the parents, they're the perfect height for me (5'1) but a bit on the low side for my husband (6'2). Would recommend as a second stroller (we have a big jogger type as a primary stroller) or for visiting the city (folds easily and quickly, and weighs next to nothing).",,,TRUE,,6,B07P1YSC18,Color: Gray,
10/06/2022,Canada,5,Nazila,I'm so happy with this stroller.,Great,,,TRUE,,0,B07GGHVL64,Color: Blue,
09/29/2022,Canada,4,Ryan Morrow,Handles aren't adjustable,"The only issue - which is kind of a big one - is that the handles aren't adjustable. I'm just under six feet tall and it ends up being really awkward for longer walks. Works great for my much shorter partner, though.Other than that, it's a great product for the price.",,,TRUE,,3,B07GGHVL64,Color: Blue,
09/28/2022,Canada,1,Maham,Small light weight but bad quality,It’s a nice small and light weight stroller easy to fold and unfold but the quality is really bad within 3 months all the colors is coming out and staining my baby cloths. Also the botons to attach the cap with stroller went really bad I can no longer close them… very dispointed with my purchase.,,,TRUE,,1,B07P1YSC18,Color: Gray,
09/26/2022,Canada,5,Biancanetta,Perfect,"Just right for our needs. My MIL takes our son out for walks and to the part frequently and the umbroller we had worked ok, but this one is much easier for her to open and close and the storage space keeps her from having to carry bags around. She loves it and we are so happy it works for her!",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
09/21/2022,Canada,3,Asad Mehmood,Not very long lasting.,"I bought this one based on reviews and took it with me on my trip to Niagara Falls and right there the screws were gone. It is not bad for the amount of money I paid but I should have paid a bit more.Also, folding isn't that easy you have to figure out the proper way to unlock the joint at the bottom. However, it is lightweight and doesn't take a lot of space when folded.",,,TRUE,,0,B07P1YSC18,Color: Gray,
09/13/2022,Canada,5,Lili,Easy to install,Perfect light stroller at a reasonable price.,,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
09/11/2022,Canada,1,Lydie pierre,Elle s’est casée un mois après l’achat utilisation quotidienne,Elle s’est cassée en un mois d’utilisation !,,,TRUE,,0,B07GGHVL64,Color: Blue,
09/07/2022,Canada,3,Chloe Demers,"Bonne poussette, mais attention à l'ombrelle","Bonne petite poussette parapluie, mais lorsqu'on bouge l'ombrelle, elle se déclipe de la poussette.",,,TRUE,,0,B07P1YSC18,Color: Gray,
09/07/2022,Canada,3,Emily,Just okay,"I like how light it is for carrying down the stairs ( no carrying strap so it makes for an awkward carry) it’s east to unfold and set up but folding it back is a nightmare. The front tires also don’t turn very well. It’s much smaller then I anticipated, honestly kind of looks like a doll stroller. My daughter (8 months) is comfortable in it and it’s nice for a walk around the block, but definitely wouldn’t use for anything else besides a sidewalk.",,,TRUE,,0,B07SRVB6T6,Color: Pink/Black,
